,Series Code,Series Name
1370,NV.MNF.TXTL.ZS.UN,Textiles and clothing (% of value added in manufacturing)
1371,IC.WRH.DURS,Time required to build a warehouse (days)
1372,IC.LGL.DURS,Time required to enforce a contract (days)
1373,IC.ELC.TIME,Time required to get electricity (days)
1374,IC.FRM.DURS,Time required to obtain an operating license (days)
1375,IC.PRP.DURS,Time required to register property (days)
1376,IC.REG.DURS,Time required to start a business (days)
1377,IC.REG.DURS.FE,"Time required to start a business, female (days)"
1378,IC.REG.DURS.MA,"Time required to start a business, male (days)"
1379,IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time)
1380,IC.EXP.TMBC,"Time to export, border compliance (hours)"
1381,IC.EXP.TMDC,"Time to export, documentary compliance (hours)"
1382,IC.IMP.TMBC,"Time to import, border compliance (hours)"
1383,IC.IMP.TMDC,"Time to import, documentary compliance (hours)"
1384,IC.ELC.DURS,Time to obtain an electrical connection (days)
1385,IC.TAX.DURS,Time to prepare and pay taxes (hours)
1386,IC.ISV.DURS,Time to resolve insolvency (years)
1387,SH.ALC.PCAP.LI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)"
1388,SH.ALC.PCAP.FE.LI,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)"
1389,SH.ALC.PCAP.MA.LI,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)"
1390,DT.TDS.DECT.EX.ZS,"Total debt service (% of exports of goods, services and primary income)"
1391,DT.TDS.DECT.GN.ZS,Total debt service (% of GNI)
1392,ER.FSH.PROD.MT,Total fisheries production (metric tons)
1393,EN.ATM.GHGT.ZG,Total greenhouse gas emissions (% change from 1990)
1394,EN.ATM.GHGT.KT.CE,Total greenhouse gas emissions (kt of CO2 equivalent)
1395,NY.GDP.TOTL.RT.ZS,Total natural resources rents (% of GDP)
1396,FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt)
1397,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)"
1398,FI.RES.TOTL.MO,Total reserves in months of imports
1399,FI.RES.XGLD.CD,Total reserves minus gold (current US$)
1400,IC.TAX.TOTL.CP.ZS,Total tax and contribution rate (% of profit)
1401,NE.TRD.GNFS.ZS,Trade (% of GDP)
1402,BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP)
1403,IP.TMK.NRCT,"Trademark applications, nonresident, by count"
1404,IP.TMK.RSCT,"Trademark applications, resident, by count"
1405,SE.SEC.TCAQ.LO.ZS,Trained teachers in lower secondary education (% of total teachers)
1406,SE.SEC.TCAQ.LO.FE.ZS,"Trained teachers in lower secondary education, female (% of female teachers)"
1407,SE.SEC.TCAQ.LO.MA.ZS,"Trained teachers in lower secondary education, male (% of male teachers)"
1408,SE.PRE.TCAQ.ZS,Trained teachers in preprimary education (% of total teachers)
1409,SE.PRE.TCAQ.FE.ZS,"Trained teachers in preprimary education, female (% of female teachers)"
1410,SE.PRE.TCAQ.MA.ZS,"Trained teachers in preprimary education, male (% of male teachers)"
1411,SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers)
1412,SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)"
1413,SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)"
1414,SE.SEC.TCAQ.ZS,Trained teachers in secondary education (% of total teachers)
1415,SE.SEC.TCAQ.FE.ZS,"Trained teachers in secondary education, female (% of female teachers)"
1416,SE.SEC.TCAQ.MA.ZS,"Trained teachers in secondary education, male (% of male teachers)"
1417,SE.SEC.TCAQ.UP.ZS,Trained teachers in upper secondary education (% of total teachers)
1418,SE.SEC.TCAQ.UP.FE.ZS,"Trained teachers in upper secondary education, female (% of female teachers)"
1419,SE.SEC.TCAQ.UP.MA.ZS,"Trained teachers in upper secondary education, male (% of male teachers)"
1420,TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports)
1421,TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports)
1422,BX.GSR.TRAN.ZS,"Transport services (% of service exports, BoP)"
1423,BM.GSR.TRAN.ZS,"Transport services (% of service imports, BoP)"
1424,TX.VAL.TRVL.ZS.WT,Travel services (% of commercial service exports)
1425,TM.VAL.TRVL.ZS.WT,Travel services (% of commercial service imports)
1426,BX.GSR.TRVL.ZS,"Travel services (% of service exports, BoP)"
1427,BM.GSR.TRVL.ZS,"Travel services (% of service imports, BoP)"
1428,SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)"
1429,SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of new cases)
1430,SH.UHC.SRVS.CV.XD,UHC service coverage index
1431,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education)
1432,SL.UEM.ADVN.FE.ZS,"Unemployment with advanced education, female (% of female labor force with advanced education)"
1433,SL.UEM.ADVN.MA.ZS,"Unemployment with advanced education, male (% of male labor force with advanced education)"
1434,SL.UEM.BASC.ZS,Unemployment with basic education (% of total labor force with basic education)
1435,SL.UEM.BASC.FE.ZS,"Unemployment with basic education, female (% of female labor force with basic education)"
1436,SL.UEM.BASC.MA.ZS,"Unemployment with basic education, male (% of male labor force with basic education)"
1437,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education)
1438,SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)"
1439,SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)"
1440,SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)"
1441,SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)"
1442,SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)"
1443,SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)"
1444,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
1445,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)"
1446,SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"
1447,SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"
1448,SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"
1449,SL.UEM.1524.MA.NE.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"
1450,SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"
1451,SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
1452,SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49)
1453,AG.LND.TOTL.UR.K2,Urban land area (sq. km)
1454,AG.LND.EL5M.UR.ZS,Urban land area where elevation is below 5 meters (% of total land area)
1455,AG.LND.EL5M.UR.K2,Urban land area where elevation is below 5 meters (sq. km)
1456,SP.URB.TOTL,Urban population
1457,SP.URB.TOTL.IN.ZS,Urban population (% of total population)
1458,SP.URB.GROW,Urban population growth (annual %)
1459,EN.POP.EL5M.UR.ZS,Urban population living in areas where elevation is below 5 meters (% of total population)
1460,DT.DOD.DIMF.CD,"Use of IMF credit (DOD, current US$)"
1461,SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population)
1462,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms)
1463,SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months)
1464,VA.EST,Voice and Accountability: Estimate
1465,VA.NO.SRC,Voice and Accountability: Number of Sources
1466,VA.PER.RNK,Voice and Accountability: Percentile Rank
1467,VA.PER.RNK.LOWER,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval"
1468,VA.PER.RNK.UPPER,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval"
1469,VA.STD.ERR,Voice and Accountability: Standard Error
1470,SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)"
1471,SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
1472,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
1473,SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"
1474,SL.EMP.WORK.MA.ZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"
1475,SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
1476,SP.DYN.WFRT,Wanted fertility rate (births per woman)
1477,ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)"
1478,FP.WPI.TOTL,Wholesale price index (2010 = 100)
1479,SG.LAW.INDX,Women Business and the Law Index Score (scale 1-100)
1480,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)"
1481,SG.DMK.ALLD.FN.ZS,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
1482,SG.VAW.REAS.ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%)
1483,SG.VAW.ARGU.ZS,Women who believe a husband is justified in beating his wife when she argues with him (%)
1484,SG.VAW.BURN.ZS,Women who believe a husband is justified in beating his wife when she burns the food (%)
1485,SG.VAW.GOES.ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%)
1486,SG.VAW.NEGL.ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%)
1487,SG.VAW.REFU.ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%)
1488,SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24)
1489,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24)
1490,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%)
1491,SH.HIV.INCD.YG,Young people (ages 15-24) newly infected with HIV
